"taskid","replications","replications_used","parnames","method","default_priors","n","time","mean","median","sd","ll","ul","rhat","ess_bulk","ess_tail","mcse_mean","mcse_median","mcse_ll","mcse_ul","summary_output_type"
9,10,9,"mean(beta[4,3])","BMLVAR",FALSE,200,200,0.130879333944444,0.130837777777778,0.0116919129893575,0.107995416666667,0.153865777777778,1.00002857215065,27816.6978950042,35105.5281483723,7.00945187750715e-05,7.99999999999983e-05,0.000169444444444444,0.000172777777777775,"summary-fit-mplus-k4-priors-diagnostics"
9,10,9,"mean(beta[1,4])","BMLVAR",FALSE,200,200,0.0594175605277778,0.0594444444444444,0.0121961635088304,0.0354432777777778,0.0834068888888889,1.00002339601939,29355.9748590485,35654.0623088969,7.11698331563077e-05,8.77777777777761e-05,0.000176111111111112,0.000178333333333333,"summary-fit-mplus-k4-priors-diagnostics"
9,10,9,"mean(beta[2,4])","BMLVAR",FALSE,200,200,0.182971231694444,0.182965555555556,0.0115426083738033,0.160304305555556,0.205612416666667,1.00004373103208,28882.2648725011,35819.709855058,6.79119741210085e-05,8.16666666666666e-05,0.000168333333333332,0.00016111111111111,"summary-fit-mplus-k4-priors-diagnostics"
9,10,9,"mean(beta[3,4])","BMLVAR",FALSE,200,200,0.0788105820277778,0.07879,0.0119185333257584,0.0554098333333333,0.102185638888889,1.00005188323429,29388.5741120434,35731.0934213596,6.95157265508271e-05,8.27777777777769e-05,0.000170555555555555,0.000171666666666667,"summary-fit-mplus-k4-priors-diagnostics"
9,10,9,"mean(beta[4,4])","BMLVAR",FALSE,200,200,0.394450756361111,0.394448888888889,0.0118685184165673,0.371176527777778,0.417622333333333,1.00003533164052,29232.7396742918,35312.5592977415,6.94100391205673e-05,8.27777777777804e-05,0.000157777777777775,0.00016333333333333,"summary-fit-mplus-k4-priors-diagnostics"
9,10,9,"mean(mu[1,1])","BMLVAR",FALSE,200,200,-0.00859125288888889,-0.00861222222222222,0.0158396444629014,-0.0396569166666667,0.0224245833333333,1.00018534732486,9027.19012412137,18567.6717478563,0.000166902736736533,0.000178888888888889,0.000285555555555555,0.000281111111111111,"summary-fit-mplus-k4-priors-diagnostics"
9,10,9,"mean(mu[2,1])","BMLVAR",FALSE,200,200,-0.000671533138888889,-0.000664444444444445,0.0155147412791886,-0.0311779444444444,0.0298345833333333,1.00015394649499,8955.28420837594,18774.1494736213,0.000163989195963123,0.00017,0.00029,0.000274999999999999,"summary-fit-mplus-k4-priors-diagnostics"
9,10,9,"mean(mu[3,1])","BMLVAR",FALSE,200,200,0.00339533427777778,0.00338222222222222,0.0156543089566008,-0.0271869444444444,0.0341068888888889,1.0002296621427,10534.5524260614,21656.7437574221,0.000152781465389675,0.000166666666666667,0.000266666666666667,0.000245,"summary-fit-mplus-k4-priors-diagnostics"
9,10,9,"mean(mu[4,1])","BMLVAR",FALSE,200,200,0.0136619895,0.0136511111111111,0.0168614339946431,-0.0193790277777778,0.0467523611111111,1.0002507518245,6859.24519013208,14864.2500907008,0.000204224794245276,0.000215555555555556,0.000345000000000001,0.000348333333333333,"summary-fit-mplus-k4-priors-diagnostics"
9,10,9,"cov(beta[1,1],beta[1,1])","BMLVAR",FALSE,200,200,0.0236223612777778,0.02344,0.00275153731662236,0.0187721944444444,0.0295444444444444,1.00005654538174,22787.8540690477,31291.3738672367,1.81352850605464e-05,2.05555555555555e-05,3.05555555555558e-05,5.00000000000001e-05,"summary-fit-mplus-k4-priors-diagnostics"
