"taskid","replications","replications_used","parnames","parameter","method","n","time","heterogeneity","ci","est","se","z","p","ll","ul","sig","zero_hit","theta_hit","sq_error","bias","rel_bias","se_bias","rel_se_bias","rmse","coverage","rejection_rate","power","type1_error","success_rate","n_bias","n_rmse","n_coverage","n_rejection","mcse_bias","mcse_rmse","mcse_coverage","mcse_rejection_rate","mcse_power","mcse_type1_error","summary_output_type"
1,10,10,"tau_sqr[4,3]",0.00469029261046991,"MetaVAR",50,50,1,"Normal",0.00599026098476283,0.00559410867964424,0.986010588235905,0.385983612572504,-0.00497399055294279,0.0169545125224685,0.1,0.9,1,2.14405747875708e-05,0.00129996837429293,0.277161465660175,0.000909540987813619,0.19415686732412,0.00463039682830433,1,0.1,0.1,,1,10,10,10,10,0.00148139037594225,0.00170157587299181,0,0.0948683298050514,0.0948683298050514,,"summary-fit-meta-var-mx-normal"
1,10,10,"tau_sqr[5,3]",0.00145187464800933,"MetaVAR",50,50,1,"Normal",-0.00139513436746544,0.00371818768310883,-0.257992583834293,0.456496463636495,-0.00868264831411917,0.00589237957918829,0,1,1,1.82772411516036e-05,-0.00284700901547477,-1.96091929794236,0.00035634612140341,0.105997297868684,0.00427518901940061,1,0,0,,1,10,10,10,10,0.00106310764676066,0.000746722247753084,0,0,0,,"summary-fit-meta-var-mx-normal"
1,10,10,"tau_sqr[6,3]",0.00833176603705117,"MetaVAR",50,50,1,"Normal",0.00559360402905531,0.00527273117044825,1.09058966287889,0.35258222728917,-0.00474075916518499,0.0159279672232956,0.1,0.9,1,2.69898519421827e-05,-0.00273816200799587,-0.328641250344684,0.000618901115757252,0.132987476655579,0.00519517583361552,1,0.1,0.1,,1,10,10,10,10,0.00147167028161695,0.00103814109534128,0,0.0948683298050514,0.0948683298050514,,"summary-fit-meta-var-mx-normal"
1,10,10,"tau_sqr[4,4]",0.00812769630431302,"MetaVAR",50,50,1,"Normal",0.0156400647119256,0.00766780213952904,1.94396952526503,0.0816730689623768,0.00061144867786949,0.0306686807459817,0.6,0.4,1,9.96030542275896e-05,0.00751236840761256,0.924292459552908,0.00074221551087486,0.107170056584664,0.00998013297644824,1,0.6,0.6,,1,10,10,10,10,0.0021900627879354,0.00175495499499736,0,0.154919333848297,0.154919333848297,,"summary-fit-meta-var-mx-normal"
1,10,10,"tau_sqr[5,4]",0.001009807208718,"MetaVAR",50,50,1,"Normal",0.00146305061320629,0.00357425952475444,0.448245325081563,0.602157842070889,-0.00554236932671166,0.00846847055312425,0.1,0.9,1,7.85478288349552e-06,0.000453243404488296,0.448841522000731,0.000658906811238674,0.226012725041446,0.00280263855741255,1,0.1,0.1,,1,10,10,10,10,0.000921915475746218,0.000685726077519782,0,0.0948683298050514,0.0948683298050514,,"summary-fit-meta-var-mx-normal"
1,10,10,"tau_sqr[6,4]",0.00576890011937157,"MetaVAR",50,50,1,"Normal",0.00436393421097856,0.00510654381368884,0.97834456738042,0.434069046092685,-0.00564470774932738,0.0143725761712845,0.3,0.7,1,1.62196652756223e-05,-0.00140496590839302,-0.243541382121566,0.00112802705044435,0.283529545700452,0.00402736455707977,1,0.3,0.3,,1,10,10,10,10,0.00125811746810135,0.000688060283951565,0,0.144913767461894,0.144913767461894,,"summary-fit-meta-var-mx-normal"
1,10,10,"tau_sqr[5,5]",0.00078364089793981,"MetaVAR",50,50,1,"Normal",0.00403283079878282,0.00296070695810643,1.24100447565089,0.251421191508175,-0.00177004820788293,0.00983570980544856,0,1,1,1.54087662626222e-05,0.00324918990084301,4.14627402600492,0.000638942482808005,0.275196941638914,0.00392540014044711,1,0,0,,1,10,10,10,10,0.000734206393240877,0.00070633332437583,0,0,0,,"summary-fit-meta-var-mx-normal"
1,10,10,"tau_sqr[6,5]",0.00178890713459425,"MetaVAR",50,50,1,"Normal",0.00109243976920813,0.00360904607866695,0.137458037637129,0.387737933579803,-0.00598116056352461,0.00816604010194086,0.1,0.9,0.7,2.69094834471473e-05,-0.000696467365386121,-0.389325612223068,-0.00180948351442577,-0.333943643443862,0.00518743515112693,0.7,0.1,0.1,,1,10,10,10,10,0.00171348950831984,0.00102069932417528,0.144913767461894,0.0948683298050514,0.0948683298050514,,"summary-fit-meta-var-mx-normal"
1,10,10,"tau_sqr[6,6]",0.0256061389161291,"MetaVAR",50,50,1,"Normal",0.0186664937559458,0.00737248184484143,2.44277552428464,0.0309378839864124,0.00421669486338114,0.0331162926485104,0.8,0.2,0.7,9.81876355360528e-05,-0.0069396451601833,-0.271014899314324,-8.32363623690779e-05,-0.0111640971474189,0.00990896743036593,0.7,0.8,0.8,,1,10,10,10,10,0.00235770511271724,0.00164560977488839,0.144913767461894,0.126491106406735,0.126491106406735,,"summary-fit-meta-var-mx-normal"
1,10,10,"alpha[1,1]",2.87,"MetaVAR",50,50,1,"Robust",2.86316201110241,0.161089862233716,17.8355285400708,7.28361764214114e-58,2.5474316828498,3.17889233935501,1,0,1,0.00717425888000671,-0.00683798889759402,-0.0023825745287784,0.0720985968206113,0.810176105328132,0.0847009969245151,1,1,1,,1,10,10,10,10,0.0281415090565976,0.0183382659032022,0,0,0,,"summary-fit-meta-var-mx-robust"
1,10,10,"alpha[2,1]",2.04,"MetaVAR",50,50,1,"Robust",2.02371339038522,0.157737370756899,13.0348075255089,2.37287437712684e-25,1.71455382468566,2.33287295608478,1,0,0.9,0.0301755786807258,-0.0162866096147795,-0.00798363216410761,-0.024563738607622,-0.134742672127713,0.173711193308681,0.9,1,1,,1,10,10,10,10,0.0576486725567338,0.038895702359536,0.0948683298050514,0,0,,"summary-fit-meta-var-mx-robust"
1,10,10,"alpha[3,1]",0.279946302379022,"MetaVAR",50,50,1,"Robust",0.254845396445124,0.0277307016269721,9.33899715027695,2.44027273362498e-11,0.200494219990232,0.309196572900015,1,0,0.9,0.00118516424298542,-0.0251009059338985,-0.0896632879969749,0.00289549444301647,0.116588294253774,0.0344262144736452,0.9,1,1,,1,10,10,10,10,0.0078535820863476,0.00546239931322753,0.0948683298050514,0,0,,"summary-fit-meta-var-mx-robust"
1,10,10,"alpha[4,1]",-0.0350962441749883,"MetaVAR",50,50,1,"Robust",-0.0310214480990008,0.0283526804313542,-1.06808318976716,0.349762249628195,-0.0865916806096287,0.024548784411627,0,1,1,0.000302808064730528,0.0040747960759875,-0.116103479781789,0.0105199981482338,0.589927975007527,0.0174013811156048,1,0,0,,1,10,10,10,10,0.00563918928047921,0.00227230573193383,0,0,0,,"summary-fit-meta-var-mx-robust"
