"taskid","k","n","time","heterogeneity","runtime_component","scope","replications_used","mean_seconds","sd_seconds","median_seconds","q25_seconds","q75_seconds","min_seconds","max_seconds"
9,4,200,200,1,"MetaVAR","all_attempts",10,42.9820631742477,9.32238884698054,42.8972306251526,34.9604738950729,45.4782581329346,32.9654824733734,60.8475215435028
9,4,200,200,1,"MetaVAR Total","all_attempts",10,469.992022299767,30.4293196043218,466.144622325897,451.845908403397,475.668394327164,434.441433191299,533.685713529587
9,4,200,200,1,"Mplus DSEM Alternative Priors","all_attempts",10,4571.41227576733,701.215327539802,4761.00223326683,4697.77604556084,4867.88901883364,2590.55334544182,4902.89273643494
9,4,200,200,1,"Mplus DSEM Default","all_attempts",10,4566.7715225935,1090.44573116582,4907.42237913609,4855.16188752651,4956.63303011656,1471.69713282585,5023.97143745422
9,4,200,200,1,"Stage 1","all_attempts",10,427.009959125519,25.328844333962,420.601127147675,409.10845386982,433.464625835419,401.475950717926,478.452210187912
9,4,200,200,1,"MetaVAR","successful",10,42.9820631742477,9.32238884698054,42.8972306251526,34.9604738950729,45.4782581329346,32.9654824733734,60.8475215435028
9,4,200,200,1,"MetaVAR Total","successful",10,469.992022299767,30.4293196043218,466.144622325897,451.845908403397,475.668394327164,434.441433191299,533.685713529587
9,4,200,200,1,"Mplus DSEM Alternative Priors","successful",9,4791.50771247016,90.5167850620486,4807.82583785057,4706.80187988281,4869.21824121475,4684.78316545486,4902.89273643494
9,4,200,200,1,"Mplus DSEM Default","successful",9,4910.66867701213,84.9810861376721,4940.40878677368,4863.43360447884,4959.65953779221,4745.51816892624,5023.97143745422
9,4,200,200,1,"Stage 1","successful",10,427.009959125519,25.328844333962,420.601127147675,409.10845386982,433.464625835419,401.475950717926,478.452210187912
