"taskid","output_type","method","parnames","parameter","classification","replications_used","near_zero_rate","mcse_near_zero_rate","boundary_rate","mcse_boundary_rate"
10,"fit-mplus","Mplus DSEM Default","tau_sqr[1,1]",1.2,"bayesian_near_zero",10,0,0,,
10,"fit-mplus","Mplus DSEM Default","tau_sqr[2,2]",1.1,"bayesian_near_zero",10,0,0,,
10,"fit-mplus","Mplus DSEM Default","tau_sqr[3,3]",0.0169378472675958,"bayesian_near_zero",10,0,0,,
10,"fit-mplus","Mplus DSEM Default","tau_sqr[4,4]",0.00812769630431302,"bayesian_near_zero",10,0,0,,
10,"fit-mplus","Mplus DSEM Default","tau_sqr[5,5]",0.00078364089793981,"bayesian_near_zero",10,0,0,,
10,"fit-mplus","Mplus DSEM Default","tau_sqr[6,6]",0.0256061389161291,"bayesian_near_zero",10,0,0,,
10,"fit-mplus-priors","Mplus DSEM Alternative Priors","tau_sqr[1,1]",1.2,"bayesian_near_zero",10,0,0,,
10,"fit-mplus-priors","Mplus DSEM Alternative Priors","tau_sqr[2,2]",1.1,"bayesian_near_zero",10,0,0,,
10,"fit-mplus-priors","Mplus DSEM Alternative Priors","tau_sqr[3,3]",0.0169378472675958,"bayesian_near_zero",10,0,0,,
10,"fit-mplus-priors","Mplus DSEM Alternative Priors","tau_sqr[4,4]",0.00812769630431302,"bayesian_near_zero",10,0,0,,
10,"fit-mplus-priors","Mplus DSEM Alternative Priors","tau_sqr[5,5]",0.00078364089793981,"bayesian_near_zero",10,0,0,,
10,"fit-mplus-priors","Mplus DSEM Alternative Priors","tau_sqr[6,6]",0.0256061389161291,"bayesian_near_zero",10,0,0,,
10,"fit-naive","Uncertainty-Uncorrected","tau_sqr[1,1]",1.2,"ml_boundary",10,0,0,0,0
10,"fit-naive","Uncertainty-Uncorrected","tau_sqr[2,2]",1.1,"ml_boundary",10,0,0,0,0
10,"fit-naive","Uncertainty-Uncorrected","tau_sqr[3,3]",0.0169378472675958,"ml_boundary",10,0,0,0,0
10,"fit-naive","Uncertainty-Uncorrected","tau_sqr[4,4]",0.00812769630431302,"ml_boundary",10,0.9,0.0948683298050514,0.9,0.0948683298050514
10,"fit-naive","Uncertainty-Uncorrected","tau_sqr[5,5]",0.00078364089793981,"ml_boundary",10,0.5,0.158113883008419,0.5,0.158113883008419
10,"fit-naive","Uncertainty-Uncorrected","tau_sqr[6,6]",0.0256061389161291,"ml_boundary",10,0,0,0,0
11,"fit-meta-var-mx","MetaVAR","tau_sqr[1,1]",1.2,"ml_boundary",10,0,0,0,0
11,"fit-meta-var-mx","MetaVAR","tau_sqr[2,2]",1.1,"ml_boundary",10,0,0,0,0
11,"fit-meta-var-mx","MetaVAR","tau_sqr[3,3]",0.0169378472675958,"ml_boundary",10,0,0,0,0
11,"fit-meta-var-mx","MetaVAR","tau_sqr[4,4]",0.00812769630431302,"ml_boundary",10,0,0,0,0
11,"fit-meta-var-mx","MetaVAR","tau_sqr[5,5]",0.00078364089793981,"ml_boundary",10,0,0,0,0
11,"fit-meta-var-mx","MetaVAR","tau_sqr[6,6]",0.0256061389161291,"ml_boundary",10,0,0,0,0
11,"fit-mplus","Mplus DSEM Default","tau_sqr[1,1]",1.2,"bayesian_near_zero",10,0,0,,
11,"fit-mplus","Mplus DSEM Default","tau_sqr[2,2]",1.1,"bayesian_near_zero",10,0,0,,
11,"fit-mplus","Mplus DSEM Default","tau_sqr[3,3]",0.0169378472675958,"bayesian_near_zero",10,0,0,,
11,"fit-mplus","Mplus DSEM Default","tau_sqr[4,4]",0.00812769630431302,"bayesian_near_zero",10,0,0,,
11,"fit-mplus","Mplus DSEM Default","tau_sqr[5,5]",0.00078364089793981,"bayesian_near_zero",10,0,0,,
11,"fit-mplus","Mplus DSEM Default","tau_sqr[6,6]",0.0256061389161291,"bayesian_near_zero",10,0,0,,
11,"fit-mplus-priors","Mplus DSEM Alternative Priors","tau_sqr[1,1]",1.2,"bayesian_near_zero",10,0,0,,
11,"fit-mplus-priors","Mplus DSEM Alternative Priors","tau_sqr[2,2]",1.1,"bayesian_near_zero",10,0,0,,
11,"fit-mplus-priors","Mplus DSEM Alternative Priors","tau_sqr[3,3]",0.0169378472675958,"bayesian_near_zero",10,0,0,,
11,"fit-mplus-priors","Mplus DSEM Alternative Priors","tau_sqr[4,4]",0.00812769630431302,"bayesian_near_zero",10,0,0,,
11,"fit-mplus-priors","Mplus DSEM Alternative Priors","tau_sqr[5,5]",0.00078364089793981,"bayesian_near_zero",10,0,0,,
11,"fit-mplus-priors","Mplus DSEM Alternative Priors","tau_sqr[6,6]",0.0256061389161291,"bayesian_near_zero",10,0,0,,
11,"fit-naive","Uncertainty-Uncorrected","tau_sqr[1,1]",1.2,"ml_boundary",10,0,0,0,0
11,"fit-naive","Uncertainty-Uncorrected","tau_sqr[2,2]",1.1,"ml_boundary",10,0,0,0,0
11,"fit-naive","Uncertainty-Uncorrected","tau_sqr[3,3]",0.0169378472675958,"ml_boundary",10,0,0,0,0
11,"fit-naive","Uncertainty-Uncorrected","tau_sqr[4,4]",0.00812769630431302,"ml_boundary",10,0.9,0.0948683298050514,0.9,0.0948683298050514
11,"fit-naive","Uncertainty-Uncorrected","tau_sqr[5,5]",0.00078364089793981,"ml_boundary",10,0.6,0.154919333848297,0.6,0.154919333848297
11,"fit-naive","Uncertainty-Uncorrected","tau_sqr[6,6]",0.0256061389161291,"ml_boundary",10,0,0,0,0
12,"fit-meta-var-mx","MetaVAR","tau_sqr[1,1]",1.2,"ml_boundary",10,0,0,0,0
12,"fit-meta-var-mx","MetaVAR","tau_sqr[2,2]",1.1,"ml_boundary",10,0,0,0,0
12,"fit-meta-var-mx","MetaVAR","tau_sqr[3,3]",0.0169378472675958,"ml_boundary",10,0,0,0,0
12,"fit-meta-var-mx","MetaVAR","tau_sqr[4,4]",0.00812769630431302,"ml_boundary",10,0,0,0,0
12,"fit-meta-var-mx","MetaVAR","tau_sqr[5,5]",0.00078364089793981,"ml_boundary",10,0,0,0,0
12,"fit-meta-var-mx","MetaVAR","tau_sqr[6,6]",0.0256061389161291,"ml_boundary",10,0,0,0,0
12,"fit-mplus","Mplus DSEM Default","tau_sqr[1,1]",1.2,"bayesian_near_zero",10,0,0,,
12,"fit-mplus","Mplus DSEM Default","tau_sqr[2,2]",1.1,"bayesian_near_zero",10,0,0,,
12,"fit-mplus","Mplus DSEM Default","tau_sqr[3,3]",0.0169378472675958,"bayesian_near_zero",10,0,0,,
12,"fit-mplus","Mplus DSEM Default","tau_sqr[4,4]",0.00812769630431302,"bayesian_near_zero",10,0,0,,
12,"fit-mplus","Mplus DSEM Default","tau_sqr[5,5]",0.00078364089793981,"bayesian_near_zero",10,0,0,,
12,"fit-mplus","Mplus DSEM Default","tau_sqr[6,6]",0.0256061389161291,"bayesian_near_zero",10,0,0,,
12,"fit-mplus-priors","Mplus DSEM Alternative Priors","tau_sqr[1,1]",1.2,"bayesian_near_zero",10,0,0,,
12,"fit-mplus-priors","Mplus DSEM Alternative Priors","tau_sqr[2,2]",1.1,"bayesian_near_zero",10,0,0,,
12,"fit-mplus-priors","Mplus DSEM Alternative Priors","tau_sqr[3,3]",0.0169378472675958,"bayesian_near_zero",10,0,0,,
12,"fit-mplus-priors","Mplus DSEM Alternative Priors","tau_sqr[4,4]",0.00812769630431302,"bayesian_near_zero",10,0,0,,
12,"fit-mplus-priors","Mplus DSEM Alternative Priors","tau_sqr[5,5]",0.00078364089793981,"bayesian_near_zero",10,0,0,,
12,"fit-mplus-priors","Mplus DSEM Alternative Priors","tau_sqr[6,6]",0.0256061389161291,"bayesian_near_zero",10,0,0,,
12,"fit-naive","Uncertainty-Uncorrected","tau_sqr[1,1]",1.2,"ml_boundary",10,0,0,0,0
12,"fit-naive","Uncertainty-Uncorrected","tau_sqr[2,2]",1.1,"ml_boundary",10,0,0,0,0
12,"fit-naive","Uncertainty-Uncorrected","tau_sqr[3,3]",0.0169378472675958,"ml_boundary",10,0,0,0,0
12,"fit-naive","Uncertainty-Uncorrected","tau_sqr[4,4]",0.00812769630431302,"ml_boundary",10,1,0,1,0
12,"fit-naive","Uncertainty-Uncorrected","tau_sqr[5,5]",0.00078364089793981,"ml_boundary",10,0.5,0.158113883008419,0.5,0.158113883008419
12,"fit-naive","Uncertainty-Uncorrected","tau_sqr[6,6]",0.0256061389161291,"ml_boundary",10,0,0,0,0
13,"fit-meta-var-mx","MetaVAR","tau_sqr[1,1]",1.2,"ml_boundary",10,0,0,0,0
13,"fit-meta-var-mx","MetaVAR","tau_sqr[2,2]",1.1,"ml_boundary",10,0,0,0,0
13,"fit-meta-var-mx","MetaVAR","tau_sqr[3,3]",0.0338188553779787,"ml_boundary",10,0,0,0,0
13,"fit-meta-var-mx","MetaVAR","tau_sqr[4,4]",0.016214110626106,"ml_boundary",10,0,0,0,0
13,"fit-meta-var-mx","MetaVAR","tau_sqr[5,5]",0.00156373011175614,"ml_boundary",10,0,0,0,0
13,"fit-meta-var-mx","MetaVAR","tau_sqr[6,6]",0.0507998425367048,"ml_boundary",10,0,0,0,0
13,"fit-mplus","Mplus DSEM Default","tau_sqr[1,1]",1.2,"bayesian_near_zero",10,0,0,,
13,"fit-mplus","Mplus DSEM Default","tau_sqr[2,2]",1.1,"bayesian_near_zero",10,0,0,,
13,"fit-mplus","Mplus DSEM Default","tau_sqr[3,3]",0.0338188553779787,"bayesian_near_zero",10,0,0,,
13,"fit-mplus","Mplus DSEM Default","tau_sqr[4,4]",0.016214110626106,"bayesian_near_zero",10,0,0,,
13,"fit-mplus","Mplus DSEM Default","tau_sqr[5,5]",0.00156373011175614,"bayesian_near_zero",10,0,0,,
13,"fit-mplus","Mplus DSEM Default","tau_sqr[6,6]",0.0507998425367048,"bayesian_near_zero",10,0,0,,
13,"fit-mplus-priors","Mplus DSEM Alternative Priors","tau_sqr[1,1]",1.2,"bayesian_near_zero",10,0,0,,
13,"fit-mplus-priors","Mplus DSEM Alternative Priors","tau_sqr[2,2]",1.1,"bayesian_near_zero",10,0,0,,
13,"fit-mplus-priors","Mplus DSEM Alternative Priors","tau_sqr[3,3]",0.0338188553779787,"bayesian_near_zero",10,0,0,,
13,"fit-mplus-priors","Mplus DSEM Alternative Priors","tau_sqr[4,4]",0.016214110626106,"bayesian_near_zero",10,0,0,,
13,"fit-mplus-priors","Mplus DSEM Alternative Priors","tau_sqr[5,5]",0.00156373011175614,"bayesian_near_zero",10,0,0,,
13,"fit-mplus-priors","Mplus DSEM Alternative Priors","tau_sqr[6,6]",0.0507998425367048,"bayesian_near_zero",10,0,0,,
13,"fit-naive","Uncertainty-Uncorrected","tau_sqr[1,1]",1.2,"ml_boundary",10,0,0,0,0
13,"fit-naive","Uncertainty-Uncorrected","tau_sqr[2,2]",1.1,"ml_boundary",10,0,0,0,0
13,"fit-naive","Uncertainty-Uncorrected","tau_sqr[3,3]",0.0338188553779787,"ml_boundary",10,0,0,0,0
13,"fit-naive","Uncertainty-Uncorrected","tau_sqr[4,4]",0.016214110626106,"ml_boundary",10,0.7,0.144913767461894,0.7,0.144913767461894
13,"fit-naive","Uncertainty-Uncorrected","tau_sqr[5,5]",0.00156373011175614,"ml_boundary",10,0.5,0.158113883008419,0.5,0.158113883008419
13,"fit-naive","Uncertainty-Uncorrected","tau_sqr[6,6]",0.0507998425367048,"ml_boundary",10,0,0,0,0
14,"fit-meta-var-mx","MetaVAR","tau_sqr[1,1]",1.2,"ml_boundary",10,0,0,0,0
14,"fit-meta-var-mx","MetaVAR","tau_sqr[2,2]",1.1,"ml_boundary",10,0,0,0,0
14,"fit-meta-var-mx","MetaVAR","tau_sqr[3,3]",0.0338188553779787,"ml_boundary",10,0,0,0,0
14,"fit-meta-var-mx","MetaVAR","tau_sqr[4,4]",0.016214110626106,"ml_boundary",10,0,0,0,0
14,"fit-meta-var-mx","MetaVAR","tau_sqr[5,5]",0.00156373011175614,"ml_boundary",10,0,0,0,0
14,"fit-meta-var-mx","MetaVAR","tau_sqr[6,6]",0.0507998425367048,"ml_boundary",10,0,0,0,0
14,"fit-mplus","Mplus DSEM Default","tau_sqr[1,1]",1.2,"bayesian_near_zero",10,0,0,,
14,"fit-mplus","Mplus DSEM Default","tau_sqr[2,2]",1.1,"bayesian_near_zero",10,0,0,,
14,"fit-mplus","Mplus DSEM Default","tau_sqr[3,3]",0.0338188553779787,"bayesian_near_zero",10,0,0,,
14,"fit-mplus","Mplus DSEM Default","tau_sqr[4,4]",0.016214110626106,"bayesian_near_zero",10,0,0,,
14,"fit-mplus","Mplus DSEM Default","tau_sqr[5,5]",0.00156373011175614,"bayesian_near_zero",10,0,0,,
14,"fit-mplus","Mplus DSEM Default","tau_sqr[6,6]",0.0507998425367048,"bayesian_near_zero",10,0,0,,
14,"fit-mplus-priors","Mplus DSEM Alternative Priors","tau_sqr[1,1]",1.2,"bayesian_near_zero",10,0,0,,
14,"fit-mplus-priors","Mplus DSEM Alternative Priors","tau_sqr[2,2]",1.1,"bayesian_near_zero",10,0,0,,
14,"fit-mplus-priors","Mplus DSEM Alternative Priors","tau_sqr[3,3]",0.0338188553779787,"bayesian_near_zero",10,0,0,,
14,"fit-mplus-priors","Mplus DSEM Alternative Priors","tau_sqr[4,4]",0.016214110626106,"bayesian_near_zero",10,0,0,,
14,"fit-mplus-priors","Mplus DSEM Alternative Priors","tau_sqr[5,5]",0.00156373011175614,"bayesian_near_zero",10,0,0,,
14,"fit-mplus-priors","Mplus DSEM Alternative Priors","tau_sqr[6,6]",0.0507998425367048,"bayesian_near_zero",10,0,0,,
14,"fit-naive","Uncertainty-Uncorrected","tau_sqr[1,1]",1.2,"ml_boundary",10,0,0,0,0
14,"fit-naive","Uncertainty-Uncorrected","tau_sqr[2,2]",1.1,"ml_boundary",10,0,0,0,0
14,"fit-naive","Uncertainty-Uncorrected","tau_sqr[3,3]",0.0338188553779787,"ml_boundary",10,0,0,0,0
14,"fit-naive","Uncertainty-Uncorrected","tau_sqr[4,4]",0.016214110626106,"ml_boundary",10,0.9,0.0948683298050514,0.9,0.0948683298050514
14,"fit-naive","Uncertainty-Uncorrected","tau_sqr[5,5]",0.00156373011175614,"ml_boundary",10,0.2,0.126491106406735,0.2,0.126491106406735
14,"fit-naive","Uncertainty-Uncorrected","tau_sqr[6,6]",0.0507998425367048,"ml_boundary",10,0,0,0,0
15,"fit-meta-var-mx","MetaVAR","tau_sqr[1,1]",1.2,"ml_boundary",10,0,0,0,0
15,"fit-meta-var-mx","MetaVAR","tau_sqr[2,2]",1.1,"ml_boundary",10,0,0,0,0
15,"fit-meta-var-mx","MetaVAR","tau_sqr[3,3]",0.0338188553779787,"ml_boundary",10,0,0,0,0
15,"fit-meta-var-mx","MetaVAR","tau_sqr[4,4]",0.016214110626106,"ml_boundary",10,0,0,0,0
15,"fit-meta-var-mx","MetaVAR","tau_sqr[5,5]",0.00156373011175614,"ml_boundary",10,0,0,0,0
15,"fit-meta-var-mx","MetaVAR","tau_sqr[6,6]",0.0507998425367048,"ml_boundary",10,0,0,0,0
15,"fit-mplus","Mplus DSEM Default","tau_sqr[1,1]",1.2,"bayesian_near_zero",10,0,0,,
15,"fit-mplus","Mplus DSEM Default","tau_sqr[2,2]",1.1,"bayesian_near_zero",10,0,0,,
15,"fit-mplus","Mplus DSEM Default","tau_sqr[3,3]",0.0338188553779787,"bayesian_near_zero",10,0,0,,
15,"fit-mplus","Mplus DSEM Default","tau_sqr[4,4]",0.016214110626106,"bayesian_near_zero",10,0,0,,
15,"fit-mplus","Mplus DSEM Default","tau_sqr[5,5]",0.00156373011175614,"bayesian_near_zero",10,0,0,,
15,"fit-mplus","Mplus DSEM Default","tau_sqr[6,6]",0.0507998425367048,"bayesian_near_zero",10,0,0,,
15,"fit-mplus-priors","Mplus DSEM Alternative Priors","tau_sqr[1,1]",1.2,"bayesian_near_zero",10,0,0,,
15,"fit-mplus-priors","Mplus DSEM Alternative Priors","tau_sqr[2,2]",1.1,"bayesian_near_zero",10,0,0,,
15,"fit-mplus-priors","Mplus DSEM Alternative Priors","tau_sqr[3,3]",0.0338188553779787,"bayesian_near_zero",10,0,0,,
15,"fit-mplus-priors","Mplus DSEM Alternative Priors","tau_sqr[4,4]",0.016214110626106,"bayesian_near_zero",10,0,0,,
15,"fit-mplus-priors","Mplus DSEM Alternative Priors","tau_sqr[5,5]",0.00156373011175614,"bayesian_near_zero",10,0,0,,
15,"fit-mplus-priors","Mplus DSEM Alternative Priors","tau_sqr[6,6]",0.0507998425367048,"bayesian_near_zero",10,0,0,,
15,"fit-naive","Uncertainty-Uncorrected","tau_sqr[1,1]",1.2,"ml_boundary",10,0,0,0,0
15,"fit-naive","Uncertainty-Uncorrected","tau_sqr[2,2]",1.1,"ml_boundary",10,0,0,0,0
15,"fit-naive","Uncertainty-Uncorrected","tau_sqr[3,3]",0.0338188553779787,"ml_boundary",10,0,0,0,0
15,"fit-naive","Uncertainty-Uncorrected","tau_sqr[4,4]",0.016214110626106,"ml_boundary",10,0.9,0.0948683298050514,0.9,0.0948683298050514
15,"fit-naive","Uncertainty-Uncorrected","tau_sqr[5,5]",0.00156373011175614,"ml_boundary",10,0.6,0.154919333848297,0.6,0.154919333848297
15,"fit-naive","Uncertainty-Uncorrected","tau_sqr[6,6]",0.0507998425367048,"ml_boundary",10,0,0,0,0
16,"fit-meta-var-mx","MetaVAR","tau_sqr[1,1]",1.2,"ml_boundary",10,0,0,0,0
16,"fit-meta-var-mx","MetaVAR","tau_sqr[2,2]",1.1,"ml_boundary",10,0,0,0,0
16,"fit-meta-var-mx","MetaVAR","tau_sqr[3,3]",0.0338188553779787,"ml_boundary",10,0,0,0,0
16,"fit-meta-var-mx","MetaVAR","tau_sqr[4,4]",0.016214110626106,"ml_boundary",10,0,0,0,0
16,"fit-meta-var-mx","MetaVAR","tau_sqr[5,5]",0.00156373011175614,"ml_boundary",10,0,0,0,0
16,"fit-meta-var-mx","MetaVAR","tau_sqr[6,6]",0.0507998425367048,"ml_boundary",10,0,0,0,0
16,"fit-mplus","Mplus DSEM Default","tau_sqr[1,1]",1.2,"bayesian_near_zero",10,0,0,,
16,"fit-mplus","Mplus DSEM Default","tau_sqr[2,2]",1.1,"bayesian_near_zero",10,0,0,,
16,"fit-mplus","Mplus DSEM Default","tau_sqr[3,3]",0.0338188553779787,"bayesian_near_zero",10,0,0,,
16,"fit-mplus","Mplus DSEM Default","tau_sqr[4,4]",0.016214110626106,"bayesian_near_zero",10,0,0,,
16,"fit-mplus","Mplus DSEM Default","tau_sqr[5,5]",0.00156373011175614,"bayesian_near_zero",10,0,0,,
16,"fit-mplus","Mplus DSEM Default","tau_sqr[6,6]",0.0507998425367048,"bayesian_near_zero",10,0,0,,
16,"fit-mplus-priors","Mplus DSEM Alternative Priors","tau_sqr[1,1]",1.2,"bayesian_near_zero",10,0,0,,
16,"fit-mplus-priors","Mplus DSEM Alternative Priors","tau_sqr[2,2]",1.1,"bayesian_near_zero",10,0,0,,
16,"fit-mplus-priors","Mplus DSEM Alternative Priors","tau_sqr[3,3]",0.0338188553779787,"bayesian_near_zero",10,0,0,,
16,"fit-mplus-priors","Mplus DSEM Alternative Priors","tau_sqr[4,4]",0.016214110626106,"bayesian_near_zero",10,0,0,,
16,"fit-mplus-priors","Mplus DSEM Alternative Priors","tau_sqr[5,5]",0.00156373011175614,"bayesian_near_zero",10,0,0,,
16,"fit-mplus-priors","Mplus DSEM Alternative Priors","tau_sqr[6,6]",0.0507998425367048,"bayesian_near_zero",10,0,0,,
16,"fit-naive","Uncertainty-Uncorrected","tau_sqr[1,1]",1.2,"ml_boundary",10,0,0,0,0
16,"fit-naive","Uncertainty-Uncorrected","tau_sqr[2,2]",1.1,"ml_boundary",10,0,0,0,0
16,"fit-naive","Uncertainty-Uncorrected","tau_sqr[3,3]",0.0338188553779787,"ml_boundary",10,0,0,0,0
16,"fit-naive","Uncertainty-Uncorrected","tau_sqr[4,4]",0.016214110626106,"ml_boundary",10,0,0,0,0
16,"fit-naive","Uncertainty-Uncorrected","tau_sqr[5,5]",0.00156373011175614,"ml_boundary",10,0.1,0.0948683298050514,0.1,0.0948683298050514
16,"fit-naive","Uncertainty-Uncorrected","tau_sqr[6,6]",0.0507998425367048,"ml_boundary",10,0,0,0,0
17,"fit-meta-var-mx","MetaVAR","tau_sqr[1,1]",1.2,"ml_boundary",10,0,0,0,0
17,"fit-meta-var-mx","MetaVAR","tau_sqr[2,2]",1.1,"ml_boundary",10,0,0,0,0
17,"fit-meta-var-mx","MetaVAR","tau_sqr[3,3]",0.0338188553779787,"ml_boundary",10,0,0,0,0
17,"fit-meta-var-mx","MetaVAR","tau_sqr[4,4]",0.016214110626106,"ml_boundary",10,0,0,0,0
17,"fit-meta-var-mx","MetaVAR","tau_sqr[5,5]",0.00156373011175614,"ml_boundary",10,0,0,0,0
17,"fit-meta-var-mx","MetaVAR","tau_sqr[6,6]",0.0507998425367048,"ml_boundary",10,0,0,0,0
17,"fit-mplus","Mplus DSEM Default","tau_sqr[1,1]",1.2,"bayesian_near_zero",10,0,0,,
17,"fit-mplus","Mplus DSEM Default","tau_sqr[2,2]",1.1,"bayesian_near_zero",10,0,0,,
17,"fit-mplus","Mplus DSEM Default","tau_sqr[3,3]",0.0338188553779787,"bayesian_near_zero",10,0,0,,
17,"fit-mplus","Mplus DSEM Default","tau_sqr[4,4]",0.016214110626106,"bayesian_near_zero",10,0,0,,
17,"fit-mplus","Mplus DSEM Default","tau_sqr[5,5]",0.00156373011175614,"bayesian_near_zero",10,0,0,,
17,"fit-mplus","Mplus DSEM Default","tau_sqr[6,6]",0.0507998425367048,"bayesian_near_zero",10,0,0,,
17,"fit-mplus-priors","Mplus DSEM Alternative Priors","tau_sqr[1,1]",1.2,"bayesian_near_zero",10,0,0,,
17,"fit-mplus-priors","Mplus DSEM Alternative Priors","tau_sqr[2,2]",1.1,"bayesian_near_zero",10,0,0,,
17,"fit-mplus-priors","Mplus DSEM Alternative Priors","tau_sqr[3,3]",0.0338188553779787,"bayesian_near_zero",10,0,0,,
17,"fit-mplus-priors","Mplus DSEM Alternative Priors","tau_sqr[4,4]",0.016214110626106,"bayesian_near_zero",10,0,0,,
17,"fit-mplus-priors","Mplus DSEM Alternative Priors","tau_sqr[5,5]",0.00156373011175614,"bayesian_near_zero",10,0,0,,
17,"fit-mplus-priors","Mplus DSEM Alternative Priors","tau_sqr[6,6]",0.0507998425367048,"bayesian_near_zero",10,0,0,,
17,"fit-naive","Uncertainty-Uncorrected","tau_sqr[1,1]",1.2,"ml_boundary",10,0,0,0,0
17,"fit-naive","Uncertainty-Uncorrected","tau_sqr[2,2]",1.1,"ml_boundary",10,0,0,0,0
17,"fit-naive","Uncertainty-Uncorrected","tau_sqr[3,3]",0.0338188553779787,"ml_boundary",10,0,0,0,0
17,"fit-naive","Uncertainty-Uncorrected","tau_sqr[4,4]",0.016214110626106,"ml_boundary",10,0.4,0.154919333848297,0.4,0.154919333848297
17,"fit-naive","Uncertainty-Uncorrected","tau_sqr[5,5]",0.00156373011175614,"ml_boundary",10,0.1,0.0948683298050514,0.1,0.0948683298050514
17,"fit-naive","Uncertainty-Uncorrected","tau_sqr[6,6]",0.0507998425367048,"ml_boundary",10,0,0,0,0
18,"fit-meta-var-mx","MetaVAR","tau_sqr[1,1]",1.2,"ml_boundary",10,0,0,0,0
18,"fit-meta-var-mx","MetaVAR","tau_sqr[2,2]",1.1,"ml_boundary",10,0,0,0,0
18,"fit-meta-var-mx","MetaVAR","tau_sqr[3,3]",0.0338188553779787,"ml_boundary",10,0,0,0,0
18,"fit-meta-var-mx","MetaVAR","tau_sqr[4,4]",0.016214110626106,"ml_boundary",10,0,0,0,0
18,"fit-meta-var-mx","MetaVAR","tau_sqr[5,5]",0.00156373011175614,"ml_boundary",10,0,0,0,0
18,"fit-meta-var-mx","MetaVAR","tau_sqr[6,6]",0.0507998425367048,"ml_boundary",10,0,0,0,0
18,"fit-mplus","Mplus DSEM Default","tau_sqr[1,1]",1.2,"bayesian_near_zero",10,0,0,,
18,"fit-mplus","Mplus DSEM Default","tau_sqr[2,2]",1.1,"bayesian_near_zero",10,0,0,,
18,"fit-mplus","Mplus DSEM Default","tau_sqr[3,3]",0.0338188553779787,"bayesian_near_zero",10,0,0,,
18,"fit-mplus","Mplus DSEM Default","tau_sqr[4,4]",0.016214110626106,"bayesian_near_zero",10,0,0,,
18,"fit-mplus","Mplus DSEM Default","tau_sqr[5,5]",0.00156373011175614,"bayesian_near_zero",10,0,0,,
18,"fit-mplus","Mplus DSEM Default","tau_sqr[6,6]",0.0507998425367048,"bayesian_near_zero",10,0,0,,
18,"fit-mplus-priors","Mplus DSEM Alternative Priors","tau_sqr[1,1]",1.2,"bayesian_near_zero",10,0,0,,
18,"fit-mplus-priors","Mplus DSEM Alternative Priors","tau_sqr[2,2]",1.1,"bayesian_near_zero",10,0,0,,
18,"fit-mplus-priors","Mplus DSEM Alternative Priors","tau_sqr[3,3]",0.0338188553779787,"bayesian_near_zero",10,0,0,,
18,"fit-mplus-priors","Mplus DSEM Alternative Priors","tau_sqr[4,4]",0.016214110626106,"bayesian_near_zero",10,0,0,,
18,"fit-mplus-priors","Mplus DSEM Alternative Priors","tau_sqr[5,5]",0.00156373011175614,"bayesian_near_zero",10,0,0,,
18,"fit-mplus-priors","Mplus DSEM Alternative Priors","tau_sqr[6,6]",0.0507998425367048,"bayesian_near_zero",10,0,0,,
18,"fit-naive","Uncertainty-Uncorrected","tau_sqr[1,1]",1.2,"ml_boundary",10,0,0,0,0
18,"fit-naive","Uncertainty-Uncorrected","tau_sqr[2,2]",1.1,"ml_boundary",10,0,0,0,0
18,"fit-naive","Uncertainty-Uncorrected","tau_sqr[3,3]",0.0338188553779787,"ml_boundary",10,0,0,0,0
18,"fit-naive","Uncertainty-Uncorrected","tau_sqr[4,4]",0.016214110626106,"ml_boundary",10,0.4,0.154919333848297,0.4,0.154919333848297
18,"fit-naive","Uncertainty-Uncorrected","tau_sqr[5,5]",0.00156373011175614,"ml_boundary",10,0,0,0,0
18,"fit-naive","Uncertainty-Uncorrected","tau_sqr[6,6]",0.0507998425367048,"ml_boundary",10,0,0,0,0
19,"fit-meta-var-mx","MetaVAR","tau_sqr[1,1]",1.2,"ml_boundary",10,0,0,0,0
19,"fit-meta-var-mx","MetaVAR","tau_sqr[2,2]",1.1,"ml_boundary",10,0,0,0,0
19,"fit-meta-var-mx","MetaVAR","tau_sqr[3,3]",0.0338188553779787,"ml_boundary",10,0,0,0,0
19,"fit-meta-var-mx","MetaVAR","tau_sqr[4,4]",0.016214110626106,"ml_boundary",10,0,0,0,0
19,"fit-meta-var-mx","MetaVAR","tau_sqr[5,5]",0.00156373011175614,"ml_boundary",10,0,0,0,0
19,"fit-meta-var-mx","MetaVAR","tau_sqr[6,6]",0.0507998425367048,"ml_boundary",10,0,0,0,0
19,"fit-mplus","Mplus DSEM Default","tau_sqr[1,1]",1.2,"bayesian_near_zero",10,0,0,,
19,"fit-mplus","Mplus DSEM Default","tau_sqr[2,2]",1.1,"bayesian_near_zero",10,0,0,,
19,"fit-mplus","Mplus DSEM Default","tau_sqr[3,3]",0.0338188553779787,"bayesian_near_zero",10,0,0,,
19,"fit-mplus","Mplus DSEM Default","tau_sqr[4,4]",0.016214110626106,"bayesian_near_zero",10,0,0,,
19,"fit-mplus","Mplus DSEM Default","tau_sqr[5,5]",0.00156373011175614,"bayesian_near_zero",10,0,0,,
19,"fit-mplus","Mplus DSEM Default","tau_sqr[6,6]",0.0507998425367048,"bayesian_near_zero",10,0,0,,
19,"fit-mplus-priors","Mplus DSEM Alternative Priors","tau_sqr[1,1]",1.2,"bayesian_near_zero",10,0,0,,
