"taskid","replications","replications_used","method","default_priors","n","time","chains","requested_iterations","retained_iterations_per_chain","burnin","retained_draws","level","elapsed_seconds","max_rhat","min_ess_bulk","min_ess_tail","n_rhat_na","n_rhat_gt_1_01","n_ess_bulk_na","n_ess_bulk_lt_100","n_ess_bulk_lt_200","n_ess_bulk_lt_400","n_ess_tail_na","n_ess_tail_lt_100","n_ess_tail_lt_200","n_ess_tail_lt_400","summary_output_type"
9,10,9,"BMLVAR",TRUE,200,200,2,40000,20000,20000,40000,0.95,4910.66867701213,1.00050851438104,6470.63170833389,11496.6931908061,0,0,0,0,0,0,0,0,0,0,"summary-fit-mplus-k4-diagnostics"
9,10,9,"BMLVAR",FALSE,200,200,2,40000,20000,20000,40000,0.95,4791.50771247016,1.00045437255603,6270.10267613974,10746.0313140116,0,0,0,0,0,0,0,0,0,0,"summary-fit-mplus-k4-priors-diagnostics"
