"taskid","replications","replications_used","parnames","parameter","method","n","time","heterogeneity","ci","est","se","z","p","ll","ul","sig","zero_hit","theta_hit","sq_error","bias","rel_bias","se_bias","rel_se_bias","rmse","coverage","rejection_rate","power","type1_error","success_rate","n_bias","n_rmse","n_coverage","n_rejection","mcse_bias","mcse_rmse","mcse_coverage","mcse_rejection_rate","mcse_power","mcse_type1_error","summary_output_type"
9,10,10,"alpha[11,1]",0.113646061146805,"MetaVAR",200,200,1,"Normal",0.11471818662694,0.0123398123381044,9.30314067189841,2.40212760016718e-17,0.0905325988682721,0.138903774385607,1,0,1,0.000113948120743447,0.00107212548013425,0.00943389915422851,0.00114464137031194,0.102244206328333,0.0106746485067868,1,1,1,,1,10,10,10,10,0.00354022390532158,0.00238372672338917,0,0,0,,"summary-fit-meta-var-mx-k4-normal"
9,10,10,"alpha[12,1]",0.188879092384969,"MetaVAR",200,200,1,"Normal",0.184492977650424,0.0122279450535068,15.1954071384102,7.50698237116312e-36,0.160526645740615,0.208459309560232,1,0,0.9,0.000168484100318005,-0.00438611473454549,-0.0232218117906127,-0.0006495157837428,-0.0504381874619254,0.0129801425384318,0.9,1,1,,1,10,10,10,10,0.00407221067253277,0.00303191626993339,0.0948683298050514,0,0,,"summary-fit-meta-var-mx-k4-normal"
9,10,10,"alpha[13,1]",0.113852554013382,"MetaVAR",200,200,1,"Normal",0.117631716864533,0.0121208354384253,9.73272698591519,1.35278994756756e-15,0.093875315942683,0.141388117786384,1,0,0.9,0.000194866799007528,0.00377916285115143,0.0331934833074297,-0.00204425181282594,-0.144316217511852,0.0139594698684272,0.9,1,1,,1,10,10,10,10,0.00447939389689678,0.00296010910109251,0.0948683298050514,0,0,,"summary-fit-meta-var-mx-k4-normal"
9,10,10,"alpha[14,1]",0.148053972254809,"MetaVAR",200,200,1,"Normal",0.148005625185734,0.0120734357600526,12.2735275147272,6.914086910986e-27,0.124342125926373,0.171669124445095,1,0,1,0.000158787737243959,-4.83470690744392e-05,-0.000326550300124544,-0.00120919282036822,-0.0910356570649445,0.0126011006362127,1,1,1,,1,10,10,10,10,0.00420033596281788,0.00178274236379813,0,0,0,,"summary-fit-meta-var-mx-k4-normal"
9,10,10,"alpha[15,1]",0.295940451702769,"MetaVAR",200,200,1,"Normal",0.29219379815882,0.011961734212883,24.4987364157192,4.88748108721105e-105,0.268749229908929,0.315638366408711,1,0,1,0.000156507314870165,-0.00374665354394904,-0.0126601602531581,-0.000619994253948906,-0.0492773513260394,0.0125102883607919,1,1,1,,1,10,10,10,10,0.0039786918856967,0.00273397452479464,0,0,0,,"summary-fit-meta-var-mx-k4-normal"
9,10,10,"alpha[16,1]",0.131802437263662,"MetaVAR",200,200,1,"Normal",0.129155763244591,0.0115899706285711,11.1700593114898,2.07890592776652e-20,0.106439838230714,0.151871688258467,1,0,1,0.000198049223031949,-0.00264667401907191,-0.0200806151541599,-0.00297956912122193,-0.204506742998814,0.0140729962350577,1,1,1,,1,10,10,10,10,0.00460729300697056,0.00183309727642538,0,0,0,,"summary-fit-meta-var-mx-k4-normal"
9,10,10,"alpha[17,1]",0.0589160111488943,"MetaVAR",200,200,1,"Normal",0.0592554701251657,0.0121672887925701,4.86628196294686,8.8192789543743e-05,0.0354080223022305,0.0831029179481009,1,0,1,0.000115527919388703,0.000339458976271397,0.00576174404294794,0.000843141191971314,0.0744551573953994,0.0107483914791332,1,1,1,,1,10,10,10,10,0.00358100989778228,0.00152864988090053,0,0,0,,"summary-fit-meta-var-mx-k4-normal"
9,10,10,"alpha[18,1]",0.178827522816263,"MetaVAR",200,200,1,"Normal",0.182980764096176,0.011678704504144,15.6934205362592,7.96619936107597e-47,0.160090923881968,0.205870604310384,1,0,1,8.8083573227082e-05,0.00415324127991294,0.0232248437740772,0.00280714193991604,0.316420238215424,0.00938528493052193,1,1,1,,1,10,10,10,10,0.0028054344107644,0.00166637618857392,0,0,0,,"summary-fit-meta-var-mx-k4-normal"
9,10,10,"alpha[19,1]",0.0816675676989318,"MetaVAR",200,200,1,"Normal",0.0796543580636348,0.0119291017464025,6.71249817662561,2.95326856332604e-06,0.0562737482727721,0.103034967854498,1,0,0.9,0.00016267523424448,-0.00201320963529704,-0.0246512745759584,-0.00134670001673984,-0.101440202314461,0.0127544201845666,0.9,1,1,,1,10,10,10,10,0.0041981771336409,0.00382454583223361,0.0948683298050514,0,0,,"summary-fit-meta-var-mx-k4-normal"
9,10,10,"alpha[20,1]",0.393131974115063,"MetaVAR",200,200,1,"Normal",0.38767263458432,0.0118466176431439,32.7619957271267,1.29871958997188e-211,0.364453690665141,0.410891578503499,1,0,1,0.000109462213060414,-0.00545933953074227,-0.0138867858383465,0.00243871169191278,0.259219395320768,0.010462419082622,1,1,1,,1,10,10,10,10,0.00297504108185432,0.00127834976463246,0,0,0,,"summary-fit-meta-var-mx-k4-normal"
9,10,10,"tau_sqr[1,1]",0.025,"MetaVAR",200,200,1,"Normal",0.0268984244661358,0.00408880300839842,6.56163006221593,2.37849579143768e-10,0.0188845178297958,0.0349123311024757,1,0,1,1.39286464319092e-05,0.00189842446613575,0.0759369786454299,0.000701796631360433,0.207202630652904,0.00373211018485644,1,1,1,,1,10,10,10,10,0.0010710654600955,0.000601643152248491,0,0,0,,"summary-fit-meta-var-mx-k4-normal"
9,10,10,"tau_sqr[2,2]",0.025,"MetaVAR",200,200,1,"Normal",0.0259055383576894,0.00379235675576868,6.81935365491218,2.30371955732737e-11,0.0184726556998556,0.0333384210155231,1,0,1,1.0131284555536e-05,0.000905538357689361,0.0362215343075744,0.000575856788017459,0.17903211372331,0.00318296788477923,1,1,1,,1,10,10,10,10,0.0010171465991952,0.000820602410696071,0,0,0,,"summary-fit-meta-var-mx-k4-normal"
9,10,10,"tau_sqr[3,3]",0.025,"MetaVAR",200,200,1,"Normal",0.0300440526493959,0.00418155701240952,7.16053852091438,3.0809065354501e-12,0.0218483515057723,0.0382397537930195,1,0,0.8,4.24324454731352e-05,0.00504405264939588,0.201762105975835,-0.000163296692231253,-0.037583933391551,0.00651401914896903,0.8,1,1,,1,10,10,10,10,0.00137396338068854,0.00142615465050918,0.126491106406735,0,0,,"summary-fit-meta-var-mx-k4-normal"
9,10,10,"tau_sqr[4,4]",0.025,"MetaVAR",200,200,1,"Normal",0.0252741479343755,0.00427876468200482,5.87065760365031,4.82419320648597e-08,0.0168879232593241,0.0336603726094269,1,0,0.9,1.83483736316402e-05,0.000274147934375513,0.0109659173750205,-0.000227184045537694,-0.0504186929933394,0.00428350016127467,0.9,1,1,,1,10,10,10,10,0.00142490609989718,0.000793576920570225,0.0948683298050514,0,0,,"summary-fit-meta-var-mx-k4-normal"
9,10,10,"tau_sqr[5,5]",0.024355403139832,"MetaVAR",200,200,1,"Normal",0.0234665632449837,0.00271960118250628,8.61341480732887,1.98371839265796e-17,0.0181362428749589,0.0287968836150086,1,0,0.9,8.22881100431673e-06,-0.00088883989484822,-0.0364945671293188,-0.000155343192925268,-0.0540334603524113,0.00286859042115056,0.9,1,1,,1,10,10,10,10,0.000909137237265391,0.000725462391406983,0.0948683298050514,0,0,,"summary-fit-meta-var-mx-k4-normal"
9,10,10,"tau_sqr[6,6]",0.0247574651591533,"MetaVAR",200,200,1,"Normal",0.0245744532584221,0.00286266601639287,8.57389370986791,1.79276537949647e-17,0.0189637309665254,0.0301851755503189,1,0,1,6.23328357025236e-06,-0.000183011900731188,-0.00739219057987947,0.000238041130085176,0.0906952956694891,0.00249665447554369,1,1,1,,1,10,10,10,10,0.00082997926442928,0.000653872969919692,0,0,0,,"summary-fit-meta-var-mx-k4-normal"
9,10,10,"tau_sqr[7,7]",0.0247804672618661,"MetaVAR",200,200,1,"Normal",0.0251235762623926,0.00292555881736046,8.57676848127924,2.30124209824458e-17,0.0193895863457125,0.0308575661790727,1,0,0.9,5.80901503863893e-06,0.00034310900052651,0.013845945554647,0.000410870576821019,0.163388276207503,0.00241018983456468,0.9,1,1,,1,10,10,10,10,0.000795214244534601,0.000545892888204035,0.0948683298050514,0,0,,"summary-fit-meta-var-mx-k4-normal"
9,10,10,"tau_sqr[8,8]",0.0247684686383005,"MetaVAR",200,200,1,"Normal",0.0243935514247117,0.00284337059925937,8.56573526022368,2.08123002315057e-17,0.0188206474554633,0.0299664553939601,1,0,1,8.28191341569004e-06,-0.000374917213588838,-0.0151368749947297,-0.000164277152471917,-0.0546198112386514,0.00287783137374135,1,1,1,,1,10,10,10,10,0.000951101729495549,0.00037867475674307,0,0,0,,"summary-fit-meta-var-mx-k4-normal"
9,10,10,"tau_sqr[9,9]",0.0246885487838448,"MetaVAR",200,200,1,"Normal",0.0235039223042358,0.00277534215194321,8.46228397388696,3.82516013258521e-17,0.0180643516416513,0.0289434929668204,1,0,1,4.57522039767977e-06,-0.001184626479609,-0.0479828316350522,0.000898027136203688,0.478357190282173,0.00213897648366684,1,1,1,,1,10,10,10,10,0.000593659133537172,0.000384835518436515,0,0,0,,"summary-fit-meta-var-mx-k4-normal"
9,10,10,"tau_sqr[10,10]",0.0244166728687642,"MetaVAR",200,200,1,"Normal",0.0239279489960854,0.0027924775748147,8.56114571735042,1.69933742262623e-17,0.0184547935218128,0.029401104470358,1,0,1,4.27868750452765e-06,-0.000488723872678809,-0.0200159897012023,0.000673820641545289,0.3180414115019,0.00206849885291911,1,1,1,,1,10,10,10,10,0.00066997814896387,0.00041225884751868,0,0,0,,"summary-fit-meta-var-mx-k4-normal"
9,10,10,"tau_sqr[11,11]",0.0248008937950689,"MetaVAR",200,200,1,"Normal",0.0260761985868333,0.00303601563646504,8.57951040686502,1.9524545286839e-17,0.0201257172828614,0.0320266798908052,1,0,1,7.12226921148404e-06,0.00127530479176438,0.0514217270676729,0.000564878493909267,0.228590507657961,0.00266875799043001,1,1,1,,1,10,10,10,10,0.000781442178111646,0.000328244313882714,0,0,0,,"summary-fit-meta-var-mx-k4-normal"
9,10,10,"tau_sqr[12,12]",0.0246954254661911,"MetaVAR",200,200,1,"Normal",0.0256364851818703,0.00298929970065845,8.5514619986577,3.00650929766328e-17,0.0197775654295834,0.0314954049341572,1,0,0.8,1.78090926376779e-05,0.000941059715679232,0.038106641125401,-0.00134704531036992,-0.310640713998554,0.00422008206527763,0.8,1,1,,1,10,10,10,10,0.00137127269551576,0.00135338562788521,0.126491106406735,0,0,,"summary-fit-meta-var-mx-k4-normal"
9,10,10,"tau_sqr[13,13]",0.0247664950452711,"MetaVAR",200,200,1,"Normal",0.0250908990155778,0.00294153201302784,8.49598036383847,8.21557125814621e-17,0.0193256022106716,0.030856195820484,1,0,0.8,2.08297812813062e-05,0.000324403970306688,0.0130985014114312,-0.00185714180207235,-0.387011468924686,0.00456396552148526,0.8,1,1,,1,10,10,10,10,0.00151747390039263,0.000698395977279031,0.126491106406735,0,0,,"summary-fit-meta-var-mx-k4-normal"
9,10,10,"tau_sqr[14,14]",0.0248000465669856,"MetaVAR",200,200,1,"Normal",0.0246884554703792,0.00290712838135242,8.48333929507818,3.43596146637795e-17,0.0189905885444942,0.0303863223962641,1,0,1,5.26401379267106e-06,-0.000111591096606483,-0.00449963254323223,0.000491539835669925,0.203486573302593,0.00229434386975254,1,1,1,,1,10,10,10,10,0.000763876169417038,0.000409814877719756,0,0,0,,"summary-fit-meta-var-mx-k4-normal"
9,10,10,"tau_sqr[15,15]",0.024567703060877,"MetaVAR",200,200,1,"Normal",0.0241815693722373,0.00282384638570951,8.54857112765045,3.8248159963982e-17,0.018646932158373,0.0297162065861015,1,0,0.9,7.74439484794126e-06,-0.000386133688639694,-0.0157171261669389,-8.11867222369907e-05,-0.027946918062624,0.00278287528429523,0.9,1,1,,1,10,10,10,10,0.000918652129930873,0.000801231986316534,0.0948683298050514,0,0,,"summary-fit-meta-var-mx-k4-normal"
9,10,10,"tau_sqr[16,16]",0.0248383760983694,"MetaVAR",200,200,1,"Normal",0.0224498075498805,0.00267596507910561,8.37767762150309,9.26229831629482e-17,0.0172050123709466,0.0276946027288144,1,0,0.8,1.18860163015566e-05,-0.00238856854848893,-0.0961644408245245,5.537214562109e-05,0.0211296248698433,0.00344761023051571,0.8,1,1,,1,10,10,10,10,0.000828704248995321,0.000635294418670633,0.126491106406735,0,0,,"summary-fit-meta-var-mx-k4-normal"
9,10,10,"tau_sqr[17,17]",0.0245238340991058,"MetaVAR",200,200,1,"Normal",0.0257620380017511,0.00295756830185818,8.70306227898929,4.41672155702874e-18,0.0199653106482918,0.0315587653552104,1,0,0.9,7.70070330324629e-06,0.00123820390264527,0.050489817279037,0.000339775678138658,0.12979472669454,0.00277501410865716,0.9,1,1,,1,10,10,10,10,0.000827818713294182,0.000934607469037485,0.0948683298050514,0,0,,"summary-fit-meta-var-mx-k4-normal"
9,10,10,"tau_sqr[18,18]",0.0246174589840405,"MetaVAR",200,200,1,"Normal",0.0234006841068759,0.00271275743870991,8.61517745404472,1.05151667191906e-17,0.0180837772282113,0.0287175909855404,1,0,1,7.84514862913095e-06,-0.00121677487716467,-0.0494273140844268,5.34744260181456e-05,0.0201085878272197,0.0028009192471635,1,1,1,,1,10,10,10,10,0.000840939126310042,0.000367391203815323,0,0,0,,"summary-fit-meta-var-mx-k4-normal"
9,10,10,"tau_sqr[19,19]",0.0246119045787222,"MetaVAR",200,200,1,"Normal",0.0246085169479611,0.00283774223672537,8.6589130261102,1.01019810643258e-17,0.0190466443665712,0.030170389529351,1,0,0.9,8.10300670401119e-06,-3.38763076115009e-06,-0.000137641959008683,-0.000162812383853415,-0.0542607632391673,0.00284657806919311,0.9,1,1,,1,10,10,10,10,0.000948858684477129,0.000557872950809596,0.0948683298050514,0,0,,"summary-fit-meta-var-mx-k4-normal"
9,10,10,"tau_sqr[20,20]",0.0239908393088852,"MetaVAR",200,200,1,"Normal",0.0241645260109619,0.00276348906301939,8.74085911146958,2.86367499709978e-18,0.0187481869757735,0.0295808650461502,1,0,1,2.38354268311575e-06,0.000173686702076641,0.00723970928404805,0.00114643563414963,0.708965834821512,0.00154387262528868,1,1,1,,1,10,10,10,10,0.000511357193341351,0.000322168374709173,0,0,0,,"summary-fit-meta-var-mx-k4-normal"
9,10,10,"alpha[1,1]",0,"MetaVAR",200,200,1,"Robust",-0.00910901154587142,0.0162710469518254,-0.582570288404092,0.37744686861069,-0.0409996775622094,0.0227816544704665,0,1,1,0.000298893534113494,-0.00910901154587142,,0.00078200269572563,0.0504874724867333,0.0172885376510998,1,0,,0,1,10,10,10,10,0.00489806586284236,0.00213830913438019,0,0,,0,"summary-fit-meta-var-mx-k4-robust"
9,10,10,"alpha[2,1]",0,"MetaVAR",200,200,1,"Robust",-0.0021673563795993,0.0156576251633983,-0.143658463769749,0.553902065634277,-0.032855737783288,0.0285210250240894,0,1,1,0.000119707334745686,-0.0021673563795993,,0.00435325525764469,0.385094905239169,0.010941084715223,1,0,,0,1,10,10,10,10,0.00357475564152443,0.00171614233909347,0,0,,0,"summary-fit-meta-var-mx-k4-robust"
9,10,10,"alpha[3,1]",0,"MetaVAR",200,200,1,"Robust",0.00238379149654275,0.0159659690764162,0.13683551476529,0.593306829580547,-0.0289089328715132,0.0336765158645987,0,1,1,9.51084192968858e-05,0.00238379149654275,,0.00599791134752277,0.601713143187085,0.00975235455143453,1,0,,0,1,10,10,10,10,0.00315217662713483,0.00166116595888358,0,0,,0,"summary-fit-meta-var-mx-k4-robust"
9,10,10,"alpha[4,1]",0,"MetaVAR",200,200,1,"Robust",0.0100620463141748,0.0173959693671772,0.567723314045601,0.489123879969761,-0.0240334271216545,0.0441575197500041,0.1,0.9,0.9,0.00035478299442664,0.0100620463141748,,0.000611776459760394,0.0364495607941956,0.0188356840711093,0.9,0.1,,0.1,1,10,10,10,10,0.00530762782750807,0.00388219933348954,0.0948683298050514,0.0948683298050514,,0.0948683298050514,"summary-fit-meta-var-mx-k4-robust"
9,10,10,"alpha[5,1]",0.39487730015829,"MetaVAR",200,200,1,"Robust",0.387948949154509,0.0117494166073831,33.1308833854716,1.47487516617016e-195,0.364920515764681,0.410977382544336,1,0,1,0.000135606398067155,-0.00692835100378126,-0.0175455793508616,0.00188340590646549,0.190898425266285,0.0116450160183297,1,1,1,,1,10,10,10,10,0.00311990652344939,0.00221202965340378,0,0,0,,"summary-fit-meta-var-mx-k4-robust"
9,10,10,"alpha[6,1]",0.0524495944105686,"MetaVAR",200,200,1,"Robust",0.047738440648736,0.0120135147940713,3.98747199507575,0.00232369708204501,0.0241923843246171,0.0712844969728549,1,0,1,0.000162557388325263,-0.00471115376183261,-0.0898225012943724,-0.000474809466685834,-0.0380202705160258,0.0127497995405913,1,1,1,,1,10,10,10,10,0.00394915488227311,0.00247572147945722,0,0,0,,"summary-fit-meta-var-mx-k4-robust"
9,10,10,"alpha[7,1]",0.124933589626799,"MetaVAR",200,200,1,"Robust",0.127940553171715,0.0121354277746573,10.5469057761141,4.7987681384457e-21,0.1041555517964,0.151725554547031,1,0,1,0.000172550573313292,0.00300696354491612,0.0240684955414993,-0.00134331036084248,-0.0996614332394013,0.0131358506886038,1,1,1,,1,10,10,10,10,0.00426235124931505,0.00171444267094544,0,0,0,,"summary-fit-meta-var-mx-k4-robust"
9,10,10,"alpha[8,1]",0.17897236563531,"MetaVAR",200,200,1,"Robust",0.183045738789273,0.0119856945565038,15.3091026299746,4.63834087166578e-42,0.159554209128828,0.206537268449718,1,0,1,0.000106794508073707,0.00407337315396332,0.0227597883030925,0.00197447089823583,0.197225730403612,0.010334142832074,1,1,1,,1,10,10,10,10,0.003165826892549,0.00200300607321983,0,0,0,,"summary-fit-meta-var-mx-k4-robust"
9,10,10,"alpha[9,1]",0.128225544115233,"MetaVAR",200,200,1,"Robust",0.130829823437393,0.0118381053158146,11.0727627164355,7.9947119376345e-22,0.107627563373204,0.154032083501581,1,0,1,9.24879195000688e-05,0.00260427932215981,0.020310144442198,0.00207959628168674,0.213105944198431,0.00961706397504294,1,1,1,,1,10,10,10,10,0.00308591151151738,0.0013778019533209,0,0,0,,"summary-fit-meta-var-mx-k4-robust"
9,10,10,"alpha[10,1]",0.295050499001833,"MetaVAR",200,200,1,"Robust",0.285297393555782,0.0119315392230457,23.938394988066,4.74878049786253e-105,0.261912006398485,0.308682780713078,1,0,0.8,0.000271330113584688,-0.00975310544605131,-0.0330557158149078,-0.00206080184638269,-0.147280704219346,0.016472101067705,0.8,1,1,,1,10,10,10,10,0.004424766757731,0.00313405870061148,0.126491106406735,0,0,,"summary-fit-meta-var-mx-k4-robust"
9,10,10,"alpha[11,1]",0.113646061146805,"MetaVAR",200,200,1,"Robust",0.11471818662694,0.012390781969098,9.26347248555055,2.77745120468889e-17,0.0904327002272194,0.13900367302666,1,0,1,0.000113948120743447,0.00107212548013425,0.00943389915422851,0.00119561100130552,0.106797029249949,0.0106746485067868,1,1,1,,1,10,10,10,10,0.00354022390532158,0.00238372672338917,0,0,0,,"summary-fit-meta-var-mx-k4-robust"
9,10,10,"alpha[12,1]",0.188879092384969,"MetaVAR",200,200,1,"Robust",0.184492977650424,0.0122848023296135,15.1306764136215,1.82984051174352e-35,0.160415207527187,0.20857074777366,1,0,0.9,0.000168484100318005,-0.00438611473454549,-0.0232218117906127,-0.00059265850763615,-0.0460229322477776,0.0129801425384318,0.9,1,1,,1,10,10,10,10,0.00407221067253277,0.00303191626993339,0.0948683298050514,0,0,,"summary-fit-meta-var-mx-k4-robust"
9,10,10,"alpha[13,1]",0.113852554013382,"MetaVAR",200,200,1,"Robust",0.117631716864533,0.0121478308467042,9.70862065775949,1.16143207093757e-15,0.0938224059147085,0.141441027814358,1,0,0.9,0.000194866799007528,0.00377916285115143,0.0331934833074297,-0.00201725640454707,-0.142410446809559,0.0139594698684272,0.9,1,1,,1,10,10,10,10,0.00447939389689678,0.00296010910109251,0.0948683298050514,0,0,,"summary-fit-meta-var-mx-k4-robust"
9,10,10,"alpha[14,1]",0.148053972254809,"MetaVAR",200,200,1,"Robust",0.148005625185734,0.0121266644730748,12.2227029765584,1.70020511497634e-26,0.124237799565906,0.171773450805562,1,0,1,0.000158787737243959,-4.83470690744392e-05,-0.000326550300124544,-0.00115596410734604,-0.087028264047824,0.0126011006362127,1,1,1,,1,10,10,10,10,0.00420033596281788,0.00178274236379813,0,0,0,,"summary-fit-meta-var-mx-k4-robust"
9,10,10,"alpha[15,1]",0.295940451702769,"MetaVAR",200,200,1,"Robust",0.29219379815882,0.0120068362128068,24.4176616406434,2.28330490202771e-104,0.268660831613447,0.315726764704192,1,0,1,0.000156507314870165,-0.00374665354394904,-0.0126601602531581,-0.000574892254025074,-0.045692629239346,0.0125102883607919,1,1,1,,1,10,10,10,10,0.0039786918856967,0.00273397452479464,0,0,0,,"summary-fit-meta-var-mx-k4-robust"
9,10,10,"alpha[16,1]",0.131802437263662,"MetaVAR",200,200,1,"Robust",0.129155763244591,0.01162129446358,11.1386729045811,1.87920900811938e-20,0.106378444642239,0.151933081846942,1,0,1,0.000198049223031949,-0.00264667401907191,-0.0200806151541599,-0.00294824528621304,-0.202356789359453,0.0140729962350577,1,1,1,,1,10,10,10,10,0.00460729300697056,0.00183309727642538,0,0,0,,"summary-fit-meta-var-mx-k4-robust"
9,10,10,"alpha[17,1]",0.0589160111488943,"MetaVAR",200,200,1,"Robust",0.0592554701251657,0.0121826097898204,4.85946616255193,8.66348923767387e-05,0.0353779936994127,0.0831329465509187,1,0,1,0.000115527919388703,0.000339458976271397,0.00576174404294794,0.000858462189221639,0.0758081066672293,0.0107483914791332,1,1,1,,1,10,10,10,10,0.00358100989778228,0.00152864988090053,0,0,0,,"summary-fit-meta-var-mx-k4-robust"
9,10,10,"alpha[18,1]",0.178827522816263,"MetaVAR",200,200,1,"Robust",0.182980764096176,0.0117260616987145,15.6306631631598,2.20570261727662e-46,0.159998105486201,0.205963422706151,1,0,1,8.8083573227082e-05,0.00415324127991294,0.0232248437740772,0.00285449913448657,0.321758327670093,0.00938528493052193,1,1,1,,1,10,10,10,10,0.0028054344107644,0.00166637618857392,0,0,0,,"summary-fit-meta-var-mx-k4-robust"
9,10,10,"alpha[19,1]",0.0816675676989318,"MetaVAR",200,200,1,"Robust",0.0796543580636348,0.0119785793745155,6.686682770972,3.42246104108424e-06,0.0561767739036302,0.103131942223639,1,0,0.9,0.00016267523424448,-0.00201320963529704,-0.0246512745759584,-0.00129722238862686,-0.0977132991114966,0.0127544201845666,0.9,1,1,,1,10,10,10,10,0.0041981771336409,0.00382454583223361,0.0948683298050514,0,0,,"summary-fit-meta-var-mx-k4-robust"
9,10,10,"alpha[20,1]",0.393131974115063,"MetaVAR",200,200,1,"Robust",0.38767263458432,0.0118927703719972,32.6395712011552,1.87664071091538e-209,0.364363232978801,0.41098203618984,1,0,1,0.000109462213060414,-0.00545933953074227,-0.0138867858383465,0.00248486442076612,0.264125134078425,0.010462419082622,1,1,1,,1,10,10,10,10,0.00297504108185432,0.00127834976463246,0,0,0,,"summary-fit-meta-var-mx-k4-robust"
